course_name,related_url,application_link,detail
Insurance and Financial Regulatory Compliance – Highlight of the Latest Regulatory Requirements for Insurance Intermediaries,https://www.piba.org.hk/download/MEMO_061_2025_20250903.pdf,https://docs.google.com/forms/d/e/1FAIpQLSewN8FlU89xGqbXMtwB01x5FpA3oojk7P7OMrp-faTiBEvgMA/viewform?usp=header,"Memo: MEMO/061/2025, Start Date: 2025-10-02, End Date: 2025-10-02, Venue: VTC Tower, 27 Wood Road, Wan Chai, Hong Kong (Please check the exact venue on 9/F of VTC Tower on the course day.), Facilitator: Mr. Sunder Cheung, Content: 1. Highlight of key provisions of Insurance Ordinance relating to Insurance Intermediaries 2. Extract of Insurance Authority’s Codes and Guidelines 3.    Personal Data (Privacy) Ordinance and Relevant Guidelines 3 IA CPD Hours (Ethics or Regulations) and 3 MPFA CPD non-core Credits"
Continuing Professional Development (CPD) Course July 2025,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_Jul2025_leaflet.pdf,https://docs.google.com/forms/d/1_jUKVXR3-6tNI--5VPjKJpDmPiZttStomiEL1QGOPRk/edit,"Continuing Professional Development (CPD) Course July 2025 For IA TR licensees to meet the CPD hour requirements of the 2024-25 assessment period, HKCII is offering the following CPD hours, with classes held at the VTC. Each individual must have earned 15 CPD hours (inclusive of minimum 3 hours in the category of “Ethics or Regulations”) within the assessment period. To enroll, please click on the enrolment link at the end of this email, and please refer to the attached CPD course leaflet for the course fees & payment details. VTC’s programme administration guidelines on class attendance (as attached) should also be observed. We do encourage you to join the HKCII membership to take full advantage of our member special offer above. Our Membership Application Form is attached for those interested in taking up our membership . Should you also be applying for our membership, please return the application form completed and let us have two separate payments in respect of the membership and CPD course enrolment fees. To enroll to our CPD classes, please click on this link below, fill in and submit the electronic form for our processing.  The VTC will send email confirmation and class info to all participants 3 days in advance of the classes. CPD Jul 2025 - Google Forms As the CPD class size is limited, enrolment will be on “first come first serve” basis.  We look forward to seeing you soon.  Thank you. ^ Top"
Continuing Professional Development (CPD) Course April 2025,https://www.hkcii.org/uploads/docs/cpd/HKCII_202504_CPD_leaflet.pdf,https://docs.google.com/forms/d/1w4iEupKcpy1Bwb0apwRQfIVYalMS10QyURxd5c3Fmok/edit,"Continuing Professional Development (CPD) Course April 2025 For IA TR licensees to meet the CPD hour requirements of the 2024-25 assessment period, HKCII is offering the following CPD hours, with classes held at the VTC. Each individual must have earned 15 CPD hours (inclusive of minimum 3 hours in the category of “Ethics or Regulations”) within the assessment period. To enroll, please click on the enrollment link at the end of this email, and please refer to the attached CPD course leaflet for the course fees & payment details. VTC’s programme administration guidelines on class attendance (as attached) should also be observed. We do encourage you to join the HKCII membership to take full advantage of our member special offer above. Our Membership Application Form is attached for those interested in taking up our membership. Should you be also applying for our membership, please return the application form completed and let us have two separate payments in respect of the membership and CPD course enrollment fees. To enroll to our CPD classes, please click on this link below, fill in and submit the electronic form for our processing. The VTC will send email confirmation and class info to all participants 3 days in advance of the classes. CPD Apr 2025 - Google Forms As the CPD class size is limited, enrollment will be on “first come first serve” basis. We look forward to seeing you soon. Thank you. ^ Top"
Continuing Professional Development (CPD) Course July 2024,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_202407_leaflet.pdf,https://docs.google.com/forms/d/11XbJrnWl7NWqtq0MwMjV0JPoc4P4YrSzHvQnf2zH7LA/edit,"Continuing Professional Development (CPD) Course July 2024 Approaching the end of Q2 means it will also be the end of the 2023-24 CPD Assessment Period for us soon. HKCII is offering the following CPD hours (with classes held at the VTC) for meeting the IA CPD requirements. Each licensee/technical representative must have earned 15 CPD hours (inclusive of minimum 3 hours in the category of “Ethics or Regulations”) within the assessment period. To enroll, please complete & submit the enrollment form by clicking on the enrollment link at the end, and please refer to the attached CPD course leaflet for the course fees & payment details. VTC’s programme administration guidelines regarding class attendance is also attached for your reference. *Please note that each HKCII membership CPD coupon of HK$50 applies to one participant taking one course only. We do encourage you to join the HKCII membership to take full advantage of our member special offer above. Our Membership Application Form is attached for those interested in taking up our membership. Should you be also applying for our membership, please return the application form completed and let us have two separate payments in respect of the membership and CPD course enrollment fees. To enroll to our CPD classes, please click on this link below, fill in and submit the electronic form for our processing. The VTC will send email confirmation and class info to all participants 3 days in advance of the classes. CPD Class Enrollment Link: CPD Jul 2024 - Google Forms As the CPD class size is limited, enrollment will be on “first come first serve” basis. We look forward to seeing you soon. Thank you. ^ Top"
Continuing Professional Development (CPD) Course March 2024,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_2024_03_CPD_leaflet.pdf,https://docs.google.com/forms/d/14-hnGNec7dBQcfOEWIW_La_WH404BAheHVRmA0sIoM0/edit,Continuing Professional Development (CPD) Course March 2024 HKCII - 2024年3月份持續專業發展課程 (CPD) (Google.com Registration) VTC’s programme administration guidelines on class attendance ^ Top
Continuing Professional Development (CPD) Course October 2023,https://www.hkcii.org/uploads/docs/cpd/HKCII_2023_11_CPD_ICAC_leaflet.jpeg,https://docs.google.com/forms/d/1CAaA6sZtRlRFjY6ghWE_LeLZQ1Wdg3xLOptjaUOPQMc/edit,"Continuing Professional Development (CPD) Course October 2023 HKCII/ICAC CPD - Oct 2023 - Google Forms We’re pleased to bring you yet another activity in the series commemorating the 30th anniversary of the HKCII, a CPD in collaboration with the ICAC called ""Integrity for Success” - Continuing Professional Development Course for Insurance Intermediaries with Managerial Roles. This 2-hour CPD is categorized “Ethics or Regulations” and is free of charge.  After the class, there would be a 30-minute tour arranged by the ICAC in their Exhibition Hall for all participants.  Details of the class are as follows: Date:  Wed, 11 Oct 2023 Time: 3:00 pm – Registration 3:30 pm – CPD for 2 hours 5:30 pm – Tour of ICAC Exhibition Hall 6:00 pm – End Language:  Cantonese Venue:  ICAC Headquarters Building, 303 Java Road, North Point, Hong Kong (There will be ICAC personnel assisting participants on G/F when registration begins.) To enroll, please click on the link here below and enter the necessary info by Tue, 3 Oct 2023. HKCII/ICAC CPD - Oct 2023 - Google Forms Please note that: Your personal data would only be used for the purpose of enrolling the interested parties into the subject CPD class by HKCII & ICAC.  The successfully enrolled members will receive a confirmation email from HKCII after the enrollment period is closed, with all details necessary to participate in the CPD class. Seats are limited.  Enrollment to the CPD is on first-come-first-serve basis according to the time of full & accurate enrollment data received, and will be closed early once the class is filled. HKCII’s decision on the enrollment is final. Should you have any queries to the above, thanks to email me at anton@hkcii.org. ^ Top"
Continuing Professional Development (CPD) Course September 2023,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_203_09_leaflet.pdf,https://docs.google.com/forms/d/14g2-P8jxiq4WQXUic8URgmluVxqSQIM0GU-ee3ZHzNQ/edit,Continuing Professional Development (CPD) Course September 2023 HKCII - 2023年9月份持續專業發展課程 (CPD) (Google.com Registration) ^ Top
Continuing Professional Development (CPD) Course June 2023,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_Jun2023_leaflet.pdf,https://docs.google.com/forms/d/1rOEi9KaE_daz_xA-ZfR67xRjWdL9V18vWlc1--jABWc/edit,Continuing Professional Development (CPD) Course June 2023 HKCII - 2023年6月份持續專業發展課程 (CPD) (Google.com Registration) ^ Top
Continuing Professional Development (CPD) Course November 2022,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_Nov_leaflet.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-course-november-2022,Continuing Professional Development (CPD) Course November 2022 ^ Top
Continuing Professional Development (CPD) Course July 2022,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_2022_07_leafletR1.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-course-July-2022,Continuing Professional Development (CPD) Course July 2022 ^ Top
Continuing Professional Development (CPD) Course Mar 2022,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_2022_03_leaflet.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-course-mar-2022,Continuing Professional Development (CPD) Course Mar 2022 ^ Top
Continuing Professional Development (CPD) Course Feb 2022,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_2022_02_leaflet.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-course-feb-2022,Continuing Professional Development (CPD) Course Feb 2022 ^ Top
Continuing Professional Development (CPD) Course Nov 2021,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_2021_11_leaflet.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-course-nov-2021,Continuing Professional Development (CPD) Course Nov 2021 ^ Top
Continuing Professional Development (CPD) Course June 2021,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_2021_2nd_term_leaflet_June.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-course-june-2021,Continuing Professional Development (CPD) Course June 2021 ^ Top
Continuing Professional Development (CPD) Course March 2021,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_2021_1st_term_leaflet_March_R1.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-course-march-2021,Continuing Professional Development (CPD) Course March 2021 ^ Top
Continuing Professional Development (CPD) Second Term 2020 (2),https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_2nd_term_leaflet_OCT2020.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-second-term-2020-2,Continuing Professional Development (CPD) Second Term 2020 (2) ^ Top
Continuing Professional Development (CPD) Second Term 2020,https://www.hkcii.org/uploads/docs/cpd/2020-HKCII-CPD-2nd-term-leaflet_JulyAugust.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-second-term-2020,Continuing Professional Development (CPD) Second Term 2020 ^ Top
Continuing Professional Development (CPD) First Term 2020,https://www.hkcii.org/uploads/docs/cpd/2020-HKCII-CPD-1st-term-leaflet_June.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-course-1st-2020,Continuing Professional Development (CPD) First Term 2020 ^ Top
Continuing Professional Development (CPD) Course Nov 2019,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_2019_2nd_term_leaflet.pdf,https://www.hkcii.org/index.php?page=copy-of-continuing-professional-development-cpd-course-june-2019,Continuing Professional Development (CPD) Course Nov 2019 ^ Top
Continuing Professional Development (CPD) Course June 2019,https://www.hkcii.org/uploads/docs/cpd/2019-HKCII-CPD-1st-term-leaflet_June.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-course-june-2019,Continuing Professional Development (CPD) Course June 2019 ^ Top
Continuing Professional Development (CPD) Course November 2018,https://www.hkcii.org/uploads/docs/cpd/2018 HKCII CPD leaflet_November.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-course-november-2018,Continuing Professional Development (CPD) Course November 2018 ^ Top
Continuing Professional Development (CPD) Course September 2018,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_2018_09_Leaflet.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-course-sept-2018,Continuing Professional Development (CPD) Course September 2018 ^ Top
Continuing Professional Development (CPD) Course May 2018,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_2018_05.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-course-may-2018,Continuing Professional Development (CPD) Course May 2018 ^ Top
Continuing Professional Development (CPD) Course December 2017,https://www.hkcii.org/uploads/docs/cpd/2017_HKCII_CPD_leaflet_Dec.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-course-december-2017,Continuing Professional Development (CPD) Course December 2017 ^ Top
Continuing Professional Development (CPD) Course May 2017,https://www.hkcii.org/uploads/docs/cpd/2017_HKCII_CPD_leaflet_May.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-course-may-2017,Continuing Professional Development (CPD) Course May 2017 ^ Top
Continuing Professional Development (CPD) Course 26 November 2016 & 3 December 2016,https://www.hkcii.org/uploads/docs/cpd/HKCII_CPD_2016_leaflet_N_app_form.pdf,https://www.hkcii.org/index.php?page=continuing-professional-development-cpd-course-26-november-2016-3-december-2016,Continuing Professional Development (CPD) Course 26 November 2016 & 3 December 2016 ^ Top
Self - Learning CASH Selling Video,https://cpduk.co.uk/courses/ehp-hong-kong-ltd-self-learning-cash-selling-video,https://cpduk.co.uk/courses/ehp-hong-kong-ltd-self-learning-cash-selling-video,Sales techniques developed through observation of highly successful people. Focused on identifying and uncovering customer needs in order to be able to position our products & services to match customer needs completely
Self-learning Courageous Conversations Videos,https://cpduk.co.uk/courses/ehp-hong-kong-ltd-self-learning-courageous-conversations-videos,https://cpduk.co.uk/courses/ehp-hong-kong-ltd-self-learning-courageous-conversations-videos,Courageous Conversations program developed from skills observed in other training sessions as well as interviews with managers/supervisors and HR Managers from Multinational Organizations. Focused on helping people develop confidence & skills to have those difficult conversations and provide constructive feedback to help people around them develop and grow.
Self-learning Coaching Skills Videos,https://cpduk.co.uk/courses/ehp-hong-kong-ltd-self-learning-coaching-skills-videos,https://cpduk.co.uk/courses/ehp-hong-kong-ltd-self-learning-coaching-skills-videos,Coaching skills developed through observation of highly successful coaches/trainers and past participants in a coaching capacity. Focused on supporting teams achieve their potential through working together effectively while enhancing their own personal skills for future growth.
Self-learning Influencing Without Authority Video,https://cpduk.co.uk/courses/ehp-hong-kong-ltd-self-learning-influencing-without-authority-video,https://cpduk.co.uk/courses/ehp-hong-kong-ltd-self-learning-influencing-without-authority-video,Influencing Without Authority was developed in response to clients who were looking for enhancing the communication skills of their people especially in the area of influencing. People do not always have authority of others and so the skills needed to convince people to their way of thinking became critical for Managers & Supervisors. In fact the program has been expanded to people having to convince others in all walks of life and not just in the business context.
